old                                      new
ace9167258346e9f31e85d4e91881fd672ed9a43 b891cbbffcdcbf9ef2f89ec96e9cdb683c9131f5
ae1bd14e55937f9bfbcc7e56d74c13862150375e 6f768d1724e02e991156e07fb5427845ac2adff2
afdfe3be25f098189b4325c4b0d678a81ecf400a 1c59128bab8305bbb658a29157761d1c5deda416
bc9c77f8faaed4dff32d7afc84f80ffb339910a4 074f0fea845afc329bd343e39905e91ecf158b9a
bdec1f39e6fe11f57e67ab0cd2d317d45cb475b2 e7b49bdd3616c6bfa109c18fbe26bdc6f4f7d05f
c0338f0791c4e40164e4aa68403a65e36c0fe8a1 3c76f68ad53b9055998b4fbb3e66ee118f957670
c07715e412e7c9a87a7c043882124789ec5a7853 0ef38b35c8cda67c2897b707e2daaea1595f8693
c090d49db7d638c447220d0179835163829520c9 a8984cc6e32b27e794aaab478a961a2666496a54
c75a7f5985d055558cfd13ad5167ccfdd2f95a3c 166011ba4fb019c0990279c808970c80b23fd543
c76e8b55b69ad824145829cacf385afa79dada1d 295a5f0f58c6f8616f93fa36a745c0746c214c14
c98d43174037fc4b6e8fd69980a2e2ee11a17df9 d0c12a408aa6a8165d1c461bf996f195a11d39cd
cb0b102f676945606e8ea1030e35811973d10488 ff87972b56b0516305e1b07c5ab9d0957ed61aeb
cc4407ab88b8bf90cc28581a839e57e9440dca35 fc19ea842c46f485311e58691b85e6ae660e69c5
d44cd40b6d578386295299b814b848dab823a2c6 e3ba3c76fe96ba3e4a8bf8c525cd95bcf3015630
d4a9f954f1a293e2f39ee1823452a9f0c036a3cd ec774e7c64935086f0f95e2255163e66c4c787ef
d5b9cb02a629f1b40a0ba0d9948f7b3d0414c663 7babe1e33ef195a7457345c61120e378ef0d289c
d763f3d158425f6af246dc80537b2b6e786e7c2c 0e49b1d5ef64b8651d3a85325b71a4fc8d640684
dc4e5065f31ad6766c043f318e6215f209bd32a7 b45175454341e5d0902a3bbd46e86cef82560a76
df177d146ee9e9c6e25a4516af6347e9c5d66d80 3bb55a1567baffd3b3222b78d3f5645be2a50bd5
df9535300057b807b7c244a1a0854091ef3d8fd7 85a408076bede189e32aff77471bcc1cf416adc6
e03e7830d84ba422d8c418c61a0c0a0259d88339 68a09590611e6f768ee4dd0c1b185456132eacdc
e2aeb77e5ecc6a256aa7f79658e3e8a3cabe9a21 91855c9cf54ebf70a0356aea8686d0d07656a3ec
e37ce19ba75fd2ced68eca427864f5f57b9551f3 0ad3dcab34d6861e788e28df956e9e6be0073df6
e38b12a9e6a2cf58eba51b774473cb2e5f4edbe8 e38b12a9e6a2cf58eba51b774473cb2e5f4edbe8
e568f834e44603a3c5a9179f791c70318ee99d71 563ddc8dd2a3a135f0fc2e29a3da8cae190f1998
ed2c3331d747c89df4a4538dff1cf9a02507c1c5 8f26108c8b0356aaa376f7cde254d2145c155909
f06c1013072db081667e39562ed2d0a66ad8122e 7acac88506597f202c17257fd4a449ccc1926ad4
f2709b6efa5320d25f27a17f6eb543ad73e741ac fa82bb9a668b3873d985ee905e0e94cf024707c1
f3237740814277dd77911bc9449128a45b118859 b39caf20f692c7534461a72f3df9a9be74959fc4
f45fcaa0779b77095dcc01fb9ca0b0bf2c25af39 810a326aed39734ee62af952c7594d95963d6237
f4d595593aa74ef934cff0890b3bc863f20b4d82 f4d595593aa74ef934cff0890b3bc863f20b4d82
f4d91d1bdf6de6f6526528affa0ac3627313d05a 1ebcca6ad73d9c42ddcfaca1e8c774ddf33ae919
f4ed920e60f86de741a4c37efca8ea78696d3ebd 87b14f57da2bfd124d6346a9ab19f67c588f52e7
f5b9aa10e6b740536ef0ed84666678886ea682c7 3521cbbf634b820ca05b9eac195aee98610d6d04
f5d4d954d22a83e13db2363bb6d2ab58770eb547 64ddd255b753408ee0ebfec7d1bb2f9dab68208f
fb2d19c6a3c37805f67bd23bfa527fecdb224b4b 484e67062116234478f81271f6df25905c949abd
fd78a3c77e4b04b094c5c8579a37945acc427e83 2dc5da15d4906698dac26b2e6a3c4d7df1e5b502
fe6fc9035ac77a205d256fd5c79802fb780ec10a 4eee343e331c1ae16d89b41030b4d8714ca8de86
ff9b86fa893d50ec07b888ffbed5a5720fde6e12 3b7f94602f99a6473becb66970ee0147fb4c061d
